Catalog format:
Year Month Day Hour Minute Second Longitude(°) Latitude(°) Depth(m)
2021 05 31 06 19 13.230 99.8755 25.6858 2383
2021 05 31 06 20 27.090 99.8944 25.6700 1833
2021 05 31 06 23 9.980 99.9289 25.7186 4463
2021 05 31 06 27 30.880 99.9840 25.5892 5593
2021 05 31 06 31 44.060 99.9143 25.6418 6311
2021 05 31 06 34 16.840 99.9535 25.5448 3738
2021 05 31 06 36 30.950 99.8849 25.6913 6067
2021 05 31 06 38 22.950 99.9448 25.6178 4703
2021 05 31 06 42 47.110 99.9001 25.6728 3080
2021 05 31 06 45 59.040 100.0002 25.5805 5664
2021 05 31 06 47 17.820 99.9314 25.6004 6587
2021 05 31 07 00 19.020 99.9810 25.7274 2816
2021 05 31 07 12 12.050 99.9485 25.7732 3612
2021 05 31 07 14 16.020 99.9525 25.5842 4686
2021 05 31 07 19 26.950 99.9961 25.5756 7057
2021 05 31 07 24 58.090 99.9541 25.6243 5380
2021 05 31 07 27 53.910 99.9897 25.5952 3094
2021 05 31 07 34 54.810 99.9556 25.5453 3907
2021 05 31 07 37 0.160 99.9864 25.5955 4638
2021 05 31 07 38 35.900 99.9838 25.5879 5758
2021 05 31 07 41 19.920 99.9379 25.7800 7242
2021 05 31 07 42 53.140 99.9062 25.6671 3402
2021 05 31 07 43 54.180 99.9001 25.6547 2391
2021 05 31 07 45 27.890 99.9413 25.7819 8096
2021 05 31 07 53 55.050 100.0060 25.5804 1272
2021 05 31 07 55 5.060 99.9682 25.5681 5461
2021 05 31 07 58 18.030 99.9680 25.5687 5338
2021 05 31 07 59 37.000 99.9367 25.6421 5875
2021 05 31 08 03 25.030 99.8972 25.6737 3771
2021 05 31 08 07 26.950 99.8999 25.7119 6553
2021 05 31 08 09 21.070 99.9679 25.6326 1319
2021 05 31 08 21 50.810 99.9542 25.5458 3920
2021 05 31 08 23 9.940 99.9679 25.5644 6020
2021 05 31 08 24 46.840 99.9561 25.5433 3677
2021 05 31 08 26 38.040 99.9553 25.5454 4.039000e+03
2021 05 31 08 37 45.050 99.9659 25.5702 4798
2021 05 31 08 46 14.140 99.8906 25.6680 1974
2021 05 31 08 49 27.160 99.8899 25.6663 1613
2021 05 31 08 50 32.960 99.9307 25.6282 7554
2021 05 31 08 51 22.860 100.0509 25.5665 4598
2021 05 31 08 53 52.070 99.8957 25.6719 2622
2021 05 31 08 54 9.040 99.9777 25.5523 4176
2021 05 31 08 55 52.010 100.0030 25.5868 6084
2021 05 31 08 58 12.060 99.8954 25.6547 4675
2021 05 31 08 59 55.040 99.9571 25.5457 4129
2021 05 31 09 05 39.850 100.0364 25.5148 3744
2021 05 31 09 06 43.040 99.8881 25.6668 1356
2021 05 31 09 10 53.030 99.8665 25.6883 2322
2021 05 31 09 17 36.060 99.9782 25.5491 4093
2021 05 31 09 19 25.750 99.9048 25.6539 7699
2021 05 31 09 20 40.910 99.9777 25.5491 3977
2021 05 31 09 22 58.110 99.9486 25.6092 4444
2021 05 31 09 25 4.900 99.9467 25.6048 4173
2021 05 31 09 26 0.020 99.9474 25.6263 3711
2021 05 31 09 27 46.980 99.9156 25.5868 9132
2021 05 31 09 30 39.980 99.9753 25.5539 3746
2021 05 31 09 36 28.960 99.9473 25.7744 4.065000e+03
2021 05 31 09 38 30.940 99.8708 25.5758 8716
2021 05 31 09 45 12.140 99.8953 25.6552 4085
2021 05 31 09 46 3.860 99.9769 25.5518 4083
2021 05 31 09 47 24.170 99.8950 25.6645 2928
2021 05 31 09 50 14.850 100.0206 25.5103 3401
2021 05 31 09 53 41.870 99.9564 25.5441 3878
2021 05 31 10 03 46.830 100.0006 25.5699 6617
2021 05 31 10 14 12.040 99.9177 25.6441 1136
2021 05 31 10 17 3.840 99.9492 25.7739 3488
2021 05 31 10 25 16.940 100.0165 25.5576 8397
2021 05 31 10 35 42.210 99.8876 25.6696 1427
2021 05 31 10 36 11.040 99.9478 25.6319 5023
2021 05 31 10 37 20.910 99.9798 25.5490 3992
2021 05 31 10 42 7.060 99.9573 25.5469 2066
2021 05 31 10 43 41.110 99.9318 25.6082 5882
2021 05 31 10 45 50.920 100.0178 25.5945 5978
2021 05 31 10 49 32.010 99.9737 25.6082 4539
2021 05 31 10 58 39.950 99.9994 25.5723 5891
2021 05 31 11 01 52.150 99.8835 25.6752 1871
2021 05 31 11 06 39.060 99.9044 25.6739 2421
2021 05 31 11 07 25.080 99.9297 25.6344 5181
2021 05 31 11 15 19.970 99.9386 25.7440 3918
2021 05 31 11 18 5.860 99.9370 25.7428 3609
2021 05 31 11 23 16.150 99.9326 25.7380 2410
2021 05 31 11 29 51.120 99.9240 25.6371 3181
2021 05 31 11 33 49.090 99.9415 25.6275 3403
2021 05 31 11 35 19.000 99.8668 25.6879 2645
2021 05 31 11 36 48.020 99.8578 25.5205 1910
2021 05 31 11 39 23.840 100.0201 25.5133 3492
2021 05 31 11 43 26.120 100.0204 25.5132 3476
2021 05 31 11 45 58.040 99.9079 25.6550 1535
2021 05 31 11 48 54.840 99.9415 25.6155 0761
2021 05 31 11 49 54.920 99.8906 25.6758 4051
2021 05 31 11 53 13.110 99.9050 25.6564 1367
2021 05 31 11 53 50.110 99.9042 25.6560 2105
2021 05 31 11 57 56.000 99.9637 25.5658 4495
2021 05 31 12 02 40.910 99.8305 25.7136 2990
2021 05 31 12 03 54.700 99.9987 25.6414 8380
2021 05 31 12 05 40.930 100.0503 25.5671 4477
2021 05 31 12 17 0.960 99.8859 25.6663 2600
2021 05 31 12 18 9.080 99.9526 25.6283 5361
2021 05 31 12 18 50.090 99.9875 25.5926 3747
2021 05 31 12 20 29.150 99.9721 25.6053 3416
2021 05 31 12 21 6.070 99.9647 25.6261 0846
2021 05 31 12 30 36.100 99.9917 25.5986 1539
2021 05 31 12 36 38.100 99.9810 25.5991 3252
2021 05 31 12 38 1.020 99.9414 25.6020 6466
2021 05 31 12 41 31.190 99.8887 25.6673 3585
2021 05 31 12 51 12.120 99.9366 25.6207 4943
2021 05 31 12 51 52.180 99.8754 25.6932 3679
2021 05 31 12 54 4.020 99.8977 25.6561 -383
2021 05 31 12 57 14.920 99.9031 25.6713 3004
2021 05 31 12 58 29.970 99.8750 25.6939 3799
2021 05 31 12 59 34.840 99.9680 25.6112 5059
2021 05 31 13 03 19.050 99.9022 25.6651 2711
2021 05 31 13 09 3.850 100.0152 25.5143 3612
2021 05 31 13 09 48.870 99.9939 25.5835 3362
2021 05 31 13 11 26.140 99.9159 25.6687 2998
2021 05 31 13 20 49.040 99.9242 25.7290 -869
2021 05 31 13 24 20.070 99.8977 25.6597 1619
2021 05 31 13 26 38.990 99.9357 25.7372 3539
2021 05 31 13 31 27.980 99.9010 25.6639 5722
2021 05 31 13 33 17.180 99.8800 25.6797 3452
2021 05 31 13 43 28.020 99.9733 25.5685 6790
2021 05 31 13 44 40.000 99.8695 25.6989 3773
2021 05 31 13 46 45.170 99.9765 25.5519 3763
2021 05 31 13 55 13.060 99.9557 25.5451 3795
2021 05 31 13 58 39.180 99.8998 25.6578 1710
2021 05 31 14 00 40.110 99.9341 25.7295 1917
2021 05 31 14 01 38.860 99.8956 25.6747 7196
2021 05 31 14 05 42.080 99.9336 25.6229 4600
2021 05 31 14 08 10.940 99.9326 25.6028 6962
2021 05 31 14 23 6.080 99.9773 25.5866 3546
2021 05 31 14 24 6.100 99.9895 25.5818 3458
2021 05 31 14 25 7.070 99.9808 25.5501 4512
2021 05 31 14 26 40.160 99.9560 25.6213 1883
2021 05 31 14 29 32.150 99.9787 25.6055 3229
2021 05 31 14 30 54.010 99.8891 25.7121 3189
2021 05 31 14 32 52.810 99.8360 25.5661 -2520
2021 05 31 14 40 49.970 100.0130 25.5613 6217
2021 05 31 14 51 19.880 99.9277 25.6204 5729
2021 05 31 14 52 25.090 99.9562 25.6054 3849
2021 05 31 14 53 17.040 99.8853 25.6805 6201
2021 05 31 14 54 40.030 99.9556 25.5458 3855
2021 05 31 14 55 3.090 99.9024 25.6570 6249
2021 05 31 15 01 53.140 99.9271 25.6365 3334
2021 05 31 15 04 20.930 100.0453 25.5451 6464
2021 05 31 15 09 13.070 99.8669 25.7037 5732
2021 05 31 15 11 40.880 100.0425 25.5478 6735
2021 05 31 15 21 27.240 99.8880 25.7155 3632
2021 05 31 15 22 0.990 99.9345 25.6262 1864
2021 05 31 15 22 38.980 99.9614 25.5954 4.020000e+03
2021 05 31 15 25 12.080 99.9826 25.6009 2968
2021 05 31 15 30 10.130 99.9370 25.6394 5240
2021 05 31 15 34 58.120 99.8621 25.6938 3352
2021 05 31 15 49 20.100 99.9469 25.6174 3512
2021 05 31 15 51 38.020 99.9487 25.6168 3646
2021 05 31 15 53 49.090 99.9519 25.6146 3732
2021 05 31 15 56 12.140 99.8703 25.6987 3248
2021 05 31 15 58 28.050 99.8868 25.6708 6661
2021 05 31 16 22 53.280 99.9191 25.6281 2893
2021 05 31 16 24 49.110 99.8993 25.6779 2502
2021 05 31 16 26 25.020 99.8849 25.6787 3028
2021 05 31 16 46 35.820 99.9415 25.7472 4850
2021 05 31 16 48 31.540 99.9441 25.7204 5366
2021 05 31 16 51 45.940 100.0231 25.5088 2965
2021 05 31 16 54 21.060 99.9158 25.6679 2562
2021 05 31 17 13 28.060 99.8907 25.6781 2154
2021 05 31 17 23 32.960 99.9389 25.6102 5371
2021 05 31 17 26 42.870 99.9765 25.6055 6487
2021 05 31 17 29 19.110 99.9114 25.6727 2894
2021 05 31 17 32 44.050 99.9130 25.6712 2708
2021 05 31 17 33 18.040 99.9422 25.6329 6498
2021 05 31 17 36 2.000 100.0207 25.5051 4806
2021 05 31 17 40 17.100 99.9040 25.6742 2927
2021 05 31 17 42 19.150 99.9037 25.6733 2933
2021 05 31 17 44 53.910 99.9784 25.5534 3679
2021 05 31 17 45 46.940 99.9720 25.5829 6606
2021 05 31 17 54 32.000 99.9985 25.5701 7067
2021 05 31 18 04 50.040 99.8379 25.7310 2.034000e+03
2021 05 31 18 06 17.950 99.9166 25.6230 3964
2021 05 31 18 11 52.030 99.9388 25.6017 5233
2021 05 31 18 18 3.110 99.9372 25.6308 4625
2021 05 31 18 33 5.900 99.9142 25.6478 6701
2021 05 31 18 33 57.090 99.9018 25.6745 1406
2021 05 31 18 35 52.110 99.9366 25.6294 3661
2021 05 31 18 37 10.060 99.8928 25.6646 6731
2021 05 31 18 54 17.000 100.0281 25.5018 4288
2021 05 31 19 06 26.110 99.9032 25.6686 2734
2021 05 31 19 07 41.900 99.9761 25.5549 3791
2021 05 31 19 15 42.960 99.9938 25.5856 4656
2021 05 31 19 24 50.000 99.8549 25.6947 2353
2021 05 31 19 24 49.940 99.8535 25.6959 3476
2021 05 31 19 42 4.970 99.9350 25.5984 6142
2021 05 31 19 42 56.850 99.9657 25.5733 4797
2021 05 31 19 58 28.010 99.9320 25.6288 3980
2021 05 31 20 01 37.060 99.9555 25.6234 4061
2021 05 31 20 02 36.020 99.9989 25.5810 5472
2021 05 31 20 03 24.980 99.9458 25.6048 4145
2021 05 31 20 05 20.080 99.9687 25.5752 5235
2021 05 31 20 07 7.920 99.9761 25.5448 4200
2021 05 31 20 08 9.030 99.9792 25.5512 4213
2021 05 31 20 09 24.970 99.9841 25.5516 4464
2021 05 31 20 13 54.030 99.9523 25.6081 0350
2021 05 31 20 19 22.040 99.9805 25.5511 4420
2021 05 31 20 22 30.930 99.9792 25.5518 3977
2021 05 31 20 25 36.910 99.9747 25.5441 3938
2021 05 31 20 26 34.920 100.0147 25.5630 5575
2021 05 31 20 28 34.920 100.0151 25.5632 5498
2021 05 31 20 34 52.930 100.0435 25.5344 5530
2021 05 31 20 37 11.880 100.0098 25.5646 5469
2021 05 31 20 40 36.030 99.9091 25.6708 1498
2021 05 31 20 43 29.940 100.0530 25.5410 7062
2021 05 31 20 47 17.160 99.8858 25.6770 3394
2021 05 31 20 57 14.800 100.0279 25.5025 4319
2021 05 31 21 04 43.110 99.9760 25.6020 2802
2021 05 31 21 11 49.120 99.9897 25.5910 4599
2021 05 31 21 14 41.050 99.9895 25.5913 4455
2021 05 31 21 16 16.920 100.0243 25.5040 4290
2021 05 31 21 24 3.960 99.9393 25.6167 4983
2021 05 31 21 31 42.040 99.9220 25.6262 3750
2021 05 31 21 48 57.150 99.9424 25.6248 4.012000e+03
2021 05 31 21 59 50.790 99.9225 25.6774 17940
2021 05 31 22 01 12.910 99.8484 25.7005 6768
2021 05 31 22 02 45.090 99.9757 25.6016 2695
2021 05 31 22 04 25.900 100.0474 25.5377 7179
2021 05 31 22 09 23.830 99.9474 25.6086 5134
2021 05 31 22 11 47.910 99.9812 25.4820 3425
2021 05 31 22 13 0.920 99.9378 25.5616 3051
2021 05 31 22 14 45.090 99.9900 25.5964 2899
2021 05 31 22 15 8.190 99.9073 25.6559 3998
2021 05 31 22 16 24.030 100.0498 25.5680 4257
2021 05 31 22 16 46.930 99.9384 25.7457 8663
2021 05 31 22 20 5.990 99.9366 25.6066 8709
2021 05 31 22 25 29.910 99.9598 25.5782 7098
2021 05 31 22 36 35.100 99.9458 25.5867 4530
2021 05 31 22 37 0.940 99.9860 25.5972 2514
2021 05 31 22 38 17.890 99.9031 25.6589 4113
2021 05 31 22 39 17.990 100.0198 25.5061 4758
2021 05 31 22 43 22.060 99.9383 25.6222 3751
2021 05 31 22 46 21.060 99.9076 25.6652 3352
2021 05 31 22 47 24.890 99.9763 25.5526 3925
2021 05 31 22 50 8.880 100.0214 25.5090 3471
2021 05 31 22 52 37.050 99.9800 25.5674 3867
2021 05 31 22 54 22.030 99.9467 25.5875 4738
2021 05 31 22 57 33.910 99.9476 25.6085 8086
2021 05 31 22 59 30.830 100.0279 25.5011 4130
2021 05 31 23 09 5.890 100.0259 25.5246 3126
2021 05 31 23 10 49.040 99.9320 25.7361 3376
2021 05 31 23 11 5.860 100.0222 25.5083 3430
2021 05 31 23 12 10.970 99.9132 25.5961 5682
2021 05 31 23 15 23.250 99.8985 25.6743 3593
2021 05 31 23 21 20.960 100.0002 25.5761 6081
2021 05 31 23 24 35.930 99.8763 25.6899 6227
2021 05 31 23 30 14.970 99.9127 25.5838 8849
2021 05 31 23 31 46.950 99.9539 25.5451 3845
2021 05 31 23 33 41.900 100.0552 25.4952 3442
2021 05 31 23 34 0.060 99.9365 25.7387 2855
2021 05 31 23 34 56.050 99.9559 25.5727 3875
2021 05 31 23 40 50.960 99.9951 25.5711 5459
2021 05 31 23 41 59.000 99.9185 25.6277 8.187000e+03
2021 05 31 23 43 30.160 99.8914 25.6653 3054
2021 05 31 23 46 40.930 100.0578 25.5379 6824
2021 05 31 23 48 29.070 99.9426 25.5606 1980
2021 05 31 23 49 40.120 99.9699 25.5646 5469
2021 05 31 23 53 47.030 99.9660 25.6143 4418
2021 05 31 23 55 57.080 99.9020 25.6620 2196
2021 05 31 23 57 25.030 99.9680 25.5655 5482
2021 05 31 23 58 39.030 99.9691 25.5665 5312
2021 06 01 00 00 21.860 99.9622 25.5665 4702
2021 06 01 00 01 42.170 99.8976 25.6603 1564
2021 06 01 00 05 43.160 99.9582 25.5574 -1071
2021 06 01 00 08 37.070 99.9220 25.6339 1153
2021 06 01 00 09 23.960 99.9480 25.5935 3020
2021 06 01 00 12 12.040 99.9358 25.6008 5255
2021 06 01 00 13 10.940 99.9027 25.6372 7423
2021 06 01 00 13 47.960 99.9571 25.6216 3996
2021 06 01 00 14 19.130 99.8783 25.6914 4663
2021 06 01 00 17 42.980 99.8874 25.6699 5686
2021 06 01 00 20 26.960 99.9066 25.5726 8799
2021 06 01 00 21 16.880 99.8760 25.6923 4495
2021 06 01 00 22 17.990 99.9126 25.6204 3882
2021 06 01 00 22 32.020 99.9669 25.5620 5354
2021 06 01 00 23 28.080 99.9012 25.6556 1838
2021 06 01 00 24 55.980 99.9188 25.6394 6891
2021 06 01 00 26 30.120 99.9370 25.7387 2691
2021 06 01 00 27 9.010 99.9098 25.6536 1537
2021 06 01 00 28 13.130 99.9421 25.6011 4293
2021 06 01 00 29 8.970 99.9685 25.5649 5386
2021 06 01 00 31 42.090 99.9032 25.6553 7478
2021 06 01 00 33 35.090 99.9413 25.6006 3982
2021 06 01 00 39 24.040 99.9340 25.6283 1029
2021 06 01 00 40 2.990 99.9404 25.5983 4290
2021 06 01 00 42 20.970 99.9141 25.6342 7864
2021 06 01 00 44 43.150 99.9042 25.6572 2204
2021 06 01 00 45 25.960 99.8911 25.6795 4845
2021 06 01 00 47 21.900 99.9107 25.6463 5613
2021 06 01 00 47 39.950 99.9173 25.6224 3706
2021 06 01 00 49 21.000 99.9454 25.6022 4216
2021 06 01 00 50 13.040 99.9862 25.5980 1260
2021 06 01 00 51 7.130 99.9745 25.5524 3972
2021 06 01 00 53 56.130 99.9031 25.6740 2590
2021 06 01 00 57 51.130 99.9763 25.7037 3280
2021 06 01 01 01 11.140 99.9499 25.5868 5349
2021 06 01 01 02 10.900 99.9045 25.6516 2215
2021 06 01 01 03 6.050 99.9645 25.5650 4350
2021 06 01 01 08 14.900 99.9756 25.5435 4429
2021 06 01 01 09 23.960 99.9349 25.7395 3645
2021 06 01 01 10 8.840 99.9568 25.5940 5259
2021 06 01 01 13 34.030 99.9765 25.6024 3013
2021 06 01 01 14 12.050 99.9462 25.5856 4327
2021 06 01 01 17 27.180 99.8785 25.6824 2573
2021 06 01 01 19 32.890 100.0165 25.5117 3023
2021 06 01 01 22 18.100 99.9254 25.6453 4101
2021 06 01 01 23 10.850 100.0025 25.5899 6283
2021 06 01 01 24 49.890 100.0450 25.5448 6506
2021 06 01 01 26 15.110 99.9877 25.5988 6232
2021 06 01 01 29 27.070 99.8839 25.6715 2352
2021 06 01 01 30 37.090 99.8959 25.6595 1839
2021 06 01 01 31 24.000 99.9411 25.6008 4273
2021 06 01 01 32 41.010 99.9862 25.5990 3759
2021 06 01 01 34 16.010 99.8850 25.6846 4622
2021 06 01 01 36 9.170 99.9182 25.6221 3279
2021 06 01 01 37 23.990 99.8870 25.7139 3752
2021 06 01 01 39 25.030 99.9836 25.6038 2889
2021 06 01 01 44 11.120 99.9064 25.6557 3508
2021 06 01 01 46 34.980 99.9478 25.5871 5214
2021 06 01 01 50 12.160 99.8760 25.6982 0876
2021 06 01 01 52 48.960 99.9691 25.5660 5391
2021 06 01 01 53 55.100 99.9792 25.5515 4067
2021 06 01 01 55 10.120 99.9967 25.5595 2602
2021 06 01 01 57 25.050 99.9790 25.5505 4173
2021 06 01 01 59 22.970 99.9639 25.5655 4507
2021 06 01 02 00 39.050 99.8776 25.6902 2769
2021 06 01 02 02 37.950 99.9691 25.5658 5028
2021 06 01 02 03 7.030 100.0206 25.5074 4754
2021 06 01 02 04 52.040 99.9627 25.5722 6188
2021 06 01 02 06 48.140 99.9150 25.6667 3088
2021 06 01 02 09 2.880 100.0251 25.5039 4141
2021 06 01 02 10 13.020 100.0105 25.5632 5563
2021 06 01 02 11 12.030 99.9606 25.5944 5200
2021 06 01 02 13 36.060 99.9411 25.5999 4250
2021 06 01 02 16 17.020 99.9658 25.5640 4569
2021 06 01 02 17 5.070 99.9471 25.6163 4262
2021 06 01 02 18 4.980 100.0573 25.5359 6985
2021 06 01 02 23 27.120 99.8999 25.6736 2654
2021 06 01 02 24 59.120 100.0221 25.5112 3346
2021 06 01 02 25 40.910 99.9869 25.5341 7944
2021 06 01 02 29 42.100 99.9379 25.6194 5307
2021 06 01 02 30 51.020 100.0501 25.5675 4338
2021 06 01 02 31 27.980 99.8848 25.6710 6248
2021 06 01 02 33 17.020 99.9066 25.6474 7192
2021 06 01 02 33 40.000 99.8790 25.6989 5456
2021 06 01 02 34 30.970 99.8921 25.6749 2517
2021 06 01 02 35 22.970 99.9689 25.5654 5443
2021 06 01 02 36 28.950 99.9383 25.7437 3585
2021 06 01 02 37 30.000 99.8799 25.6854 6183
2021 06 01 02 40 25.070 99.9420 25.6004 4314
2021 06 01 02 42 24.040 99.9220 25.6336 0953
2021 06 01 02 43 23.800 99.9262 25.6768 4921
2021 06 01 02 44 22.860 99.8992 25.6563 6896
2021 06 01 02 48 37.060 99.9890 25.5904 3540
2021 06 01 02 51 19.840 99.9267 25.6568 7209
2021 06 01 02 53 51.070 99.9413 25.6002 4069
2021 06 01 02 54 35.870 99.9239 25.6034 7028
2021 06 01 02 55 52.100 99.9455 25.6251 3673
2021 06 01 02 56 23.810 100.0279 25.5021 4131
2021 06 01 02 59 48.010 99.8864 25.6825 8874
2021 06 01 03 01 1.960 99.9684 25.5651 4951
2021 06 01 03 03 17.930 99.9397 25.7792 7824
2021 06 01 03 04 47.950 99.9304 25.6093 6741
2021 06 01 03 06 32.090 99.9400 25.5996 4.087000e+03
2021 06 01 03 07 21.890 99.9235 25.6423 1489
2021 06 01 03 08 42.070 99.8877 25.6693 1461
2021 06 01 03 14 9.010 99.9675 25.6108 5475
2021 06 01 03 17 38.000 99.9766 25.5909 3934
2021 06 01 03 18 20.110 99.8917 25.6805 3070
2021 06 01 03 19 36.140 99.9151 25.6655 1592
2021 06 01 03 22 45.140 99.9795 25.6033 3361
2021 06 01 03 23 56.140 99.8903 25.6756 8425
2021 06 01 03 26 44.980 99.9194 25.6198 4463
2021 06 01 03 28 15.890 99.8357 25.5067 3575
2021 06 01 03 29 0.090 99.9804 25.6011 3610
2021 06 01 03 32 6.060 99.8899 25.6642 1823
2021 06 01 03 33 24.000 99.9392 25.7796 7693
2021 06 01 03 35 6.910 99.8929 25.6256 9282
2021 06 01 03 38 7.960 99.8923 25.6631 7724
2021 06 01 03 40 34.810 100.0174 25.5134 3345
2021 06 01 03 41 27.110 99.9681 25.5643 5564
2021 06 01 03 42 31.990 99.9683 25.5639 5581
2021 06 01 03 43 1.080 99.9674 25.5645 5107
2021 06 01 03 43 39.970 99.9676 25.5640 5467
2021 06 01 03 46 39.070 99.8772 25.6861 2771
2021 06 01 03 51 4.020 99.9442 25.6262 1413
2021 06 01 03 55 17.070 99.8902 25.6674 1664
2021 06 01 03 58 16.050 99.9255 25.6191 3340
2021 06 01 04 00 39.980 99.9889 25.5912 4710
2021 06 01 04 02 28.130 99.9122 25.6692 2982
2021 06 01 04 03 11.080 99.8946 25.6635 3179
2021 06 01 04 04 1.100 99.9376 25.7459 3761
2021 06 01 04 05 15.010 99.9212 25.6717 3052
2021 06 01 04 06 15.060 100.0520 25.5032 1886
2021 06 01 04 06 52.010 99.9007 25.6581 0966
2021 06 01 04 07 32.020 99.9069 25.6578 1170
2021 06 01 04 09 40.110 99.9248 25.6546 2410
2021 06 01 04 12 25.050 99.9780 25.5518 3879
2021 06 01 04 15 20.100 99.9542 25.5649 -203
2021 06 01 04 17 21.880 100.0234 25.5053 4418
2021 06 01 04 17 32.880 99.9091 25.5789 9364
2021 06 01 04 18 42.080 99.9404 25.5974 4403
2021 06 01 04 19 6.100 99.8852 25.6749 5482
2021 06 01 04 21 44.920 99.9398 25.6311 2399
2021 06 01 04 22 36.920 99.9450 25.5841 4585
2021 06 01 04 23 10.860 99.9816 25.5831 4053
2021 06 01 04 24 28.090 99.9623 25.5680 4108
2021 06 01 04 25 24.010 99.9837 25.5747 3741
2021 06 01 04 25 51.180 99.9817 25.5746 3484
2021 06 01 04 28 40.060 99.9648 25.5684 4491
2021 06 01 04 30 22.090 99.9410 25.6213 4032
2021 06 01 04 34 20.120 99.8996 25.6580 1803
2021 06 01 04 35 50.020 99.9898 25.5867 4797
2021 06 01 04 36 57.870 99.9286 25.6475 5371
2021 06 01 04 38 8.880 99.7751 25.5296 4449
2021 06 01 04 39 41.130 99.9047 25.6638 1666
2021 06 01 04 40 30.030 99.9823 25.5745 3468
2021 06 01 04 42 5.060 99.8808 25.6837 6327
2021 06 01 04 43 21.020 99.9642 25.5767 5712
2021 06 01 04 44 39.120 99.9351 25.6319 4370
2021 06 01 04 46 1.970 100.0134 25.5648 6251
2021 06 01 04 47 22.090 99.9545 25.6119 0402
2021 06 01 04 48 48.030 100.0276 25.5043 4397
2021 06 01 04 49 29.880 99.8949 25.6774 6135
2021 06 01 04 51 29.130 99.9521 25.6234 0864
2021 06 01 04 52 35.170 99.9075 25.6668 4169
2021 06 01 04 53 41.100 99.9691 25.5903 0142
2021 06 01 04 55 44.020 99.9761 25.6042 4116
2021 06 01 04 55 59.880 99.9493 25.5792 6858
2021 06 01 04 57 35.020 100.0492 25.5677 4260
2021 06 01 04 58 16.950 99.9019 25.6630 3464
2021 06 01 04 59 31.060 99.9270 25.6276 5561
2021 06 01 05 03 45.850 100.0105 25.5108 4295
2021 06 01 05 04 20.080 99.9140 25.6431 6263
2021 06 01 05 05 14.910 99.9709 25.5685 5483
2021 06 01 05 06 17.950 99.9839 25.5951 2122
2021 06 01 05 07 18.050 99.9835 25.5960 2369
2021 06 01 05 08 4.000 99.9417 25.6251 3561
2021 06 01 05 08 54.980 99.9035 25.7293 4185
2021 06 01 05 12 42.980 99.9895 25.5881 3289
2021 06 01 05 13 37.020 99.8900 25.6665 2179
2021 06 01 05 16 21.940 100.0499 25.5676 4684
2021 06 01 05 16 42.030 99.9203 25.6556 1642
2021 06 01 05 18 10.030 99.9402 25.6402 6660
2021 06 01 05 27 26.120 99.8944 25.6774 2735
2021 06 01 05 29 10.000 99.9175 25.6364 6177
2021 06 01 05 30 34.010 100.0518 25.5313 6109
2021 06 01 05 32 35.250 99.9358 25.5942 4279
2021 06 01 05 33 7.110 99.8885 25.6676 2990
2021 06 01 05 33 41.050 99.9005 25.6606 0959
2021 06 01 05 36 19.020 99.8852 25.6715 2539
2021 06 01 05 36 33.050 99.8998 25.6697 1782
2021 06 01 05 37 2.160 99.9035 25.6729 2767
2021 06 01 05 37 42.060 99.9340 25.7339 4350
2021 06 01 05 38 46.880 99.8831 25.6776 6012
2021 06 01 05 41 40.870 99.9371 25.5645 2865
2021 06 01 05 51 38.130 99.8937 25.6665 3129
2021 06 01 05 53 9.930 99.8841 25.6752 6580
2021 06 01 06 00 50.150 99.9653 25.5745 4806
2021 06 01 06 03 20.050 99.9675 25.5644 5450
2021 06 01 06 04 9.050 99.8932 25.6653 0624
2021 06 01 06 06 26.000 99.9909 25.5862 4861
2021 06 01 06 07 29.230 99.9326 25.6056 6099
2021 06 01 06 08 44.920 99.9414 25.7502 5206
2021 06 01 06 09 50.050 99.9262 25.6341 1184
2021 06 01 06 10 24.890 99.8795 25.6798 3569
2021 06 01 06 10 40.010 99.9670 25.6059 2870
2021 06 01 06 11 37.890 99.8737 25.6529 4029
2021 06 01 06 13 39.290 99.8881 25.6719 2496
2021 06 01 06 15 9.020 99.9727 25.5777 5378
2021 06 01 06 18 25.890 100.0531 25.5327 6115
2021 06 01 06 23 9.960 99.9879 25.5919 4606
2021 06 01 06 25 12.040 99.9489 25.5882 2032
2021 06 01 06 27 6.290 99.9763 25.6051 4520
2021 06 01 06 28 5.050 100.0498 25.5677 4285
2021 06 01 06 42 26.860 100.0276 25.5051 4341
2021 06 01 06 44 15.210 99.8997 25.6616 2344
2021 06 01 06 47 32.950 99.9416 25.6044 5333
2021 06 01 06 54 16.060 99.9476 25.6236 1038
2021 06 01 06 54 51.040 99.9355 25.7388 2412
2021 06 01 07 02 21.050 99.9247 25.6318 6932
2021 06 01 07 05 16.050 100.0510 25.5670 4218
2021 06 01 07 12 36.980 99.9381 25.7380 3101
2021 06 01 07 18 51.040 99.8922 25.7045 3624
2021 06 01 07 20 56.150 99.9433 25.6247 3662
2021 06 01 07 22 45.930 100.0579 25.4961 4576
2021 06 01 07 23 7.020 99.9043 25.6370 8274
2021 06 01 07 26 47.980 99.9240 25.6543 5605
2021 06 01 07 27 55.080 100.0025 25.5718 2872
2021 06 01 07 32 46.980 99.9161 25.6199 3796
2021 06 01 07 33 47.960 99.9187 25.7232 0768
2021 06 01 07 37 57.020 99.9114 25.6758 3253
